gdb_id,smiles,gap,homo,lumo
136,CCOCC,11.464058823529411,-10.500196078431372,0.9638627450980392
137,COCCO,11.862290748898676,-11.043057268722464,0.8192334801762116
138,C(CO)CO,12.335792951541851,-11.366180616740088,0.9696123348017622
139,C#CC1CC1,11.348964824120602,-10.02683417085427,1.3221306532663315
140,C#CC1CN1,11.392486486486485,-10.113405405405404,1.279081081081081
141,C#CC1CO1,12.022356725146201,-11.045421052631582,0.97693567251462
142,C1CC1C#N,12.753675675675673,-11.486270270270268,1.2674054054054054
143,N#CC1CN1,12.477654970760232,-11.16090058479532,1.3167543859649125
144,N#CC1CO1,13.70624840764331,-12.354229299363055,1.352019108280255
145,C1CC1C=O,11.385120603015075,-10.555884422110552,0.8292361809045224
146,O=CC1CN1,11.68062162162162,-10.832972972972971,0.8476486486486488
147,O=CC1CO1,11.911953216374268,-11.065157894736842,0.8467953216374271
148,C1CN1C=O,11.807675675675672,-10.749054054054051,1.058621621621621
149,CCC1CC1,11.710352941176469,-10.733882352941174,0.976470588235294
150,CCC1CO1,11.976268722466957,-11.00583259911894,0.9704361233480177
151,CCN1CC1,10.662302904564315,-9.705908713692946,0.9563941908713692
152,COC1CC1,11.26779295154185,-10.2908281938326,0.9769647577092512
153,C1CC1CO,12.241022026431718,-11.204647577092512,1.036374449339207
154,OCC1CN1,11.257046948356809,-10.297042253521129,0.9600046948356806
155,OCC1CO1,12.216768844221106,-11.215678391959798,1.0010904522613064
156,C1CC=CC1,10.873387665198237,-9.676687224669603,1.1967004405286343
157,C1COC=N1,11.697972972972973,-10.399891891891892,1.2980810810810812
158,C1C=CCO1,11.265869346733668,-9.98796984924623,1.277899497487437
159,C1CCCC1,12.979882352941177,-12.027372549019608,0.9525098039215686
160,C1CCOC1,11.497973568281939,-10.519770925110132,0.9782026431718064
161,C1COCO1,11.920633165829146,-10.915994974874373,1.004638190954774
162,C1C2CCC12,11.148903083700443,-10.157405286343614,0.9914977973568284
163,C1C2COC12,11.028618090452259,-10.05213065326633,0.9764874371859296
164,C1CC2OC12,11.579768844221107,-10.5806783919598,0.9990904522613064
165,c1c[nH]nc1,11.321286549707601,-9.92577192982456,1.3955146198830408
166,c1cnn[nH]1,10.768229299363057,-10.484057324840764,0.284171974522293
167,c1[nH]ncn1,11.060656050955414,-10.726866242038216,0.3337898089171973
168,c1[nH]cnn1,11.238140127388537,-10.583726114649682,0.6544140127388536
169,c1cn[nH]n1,11.82136305732484,-10.737057324840764,1.0843057324840764
170,c1cnoc1,11.44787898089172,-10.602057324840764,0.8458216560509554
171,c1conn1,11.898279720279724,-11.104160839160842,0.7941188811188812
172,c1ncon1,12.781244755244753,-11.776181818181817,1.0050629370629371
173,c1nnco1,12.310027972027974,-11.452790209790212,0.857237762237762
174,c1nnno1,12.922139534883721,-12.79020930232558,0.1319302325581396
175,c1cnon1,12.44716783216783,-12.192902097902095,0.2542657342657342
176,c1nnon1,12.422682170542634,-12.79320930232558,-0.3705271317829456
177,n1nnon1,12.921,-13.769,-0.8480000000000001
178,CC(=NO)C#C,10.308846153846156,-9.87119230769231,0.4376538461538461
179,CC(=NO)CO,11.004898305084746,-10.649449152542372,0.3554491525423729
180,CCC(=NO)C,11.359261363636362,-10.04356818181818,1.3156931818181818
181,C1CC(=NO)C1,11.06459745762712,-10.145186440677968,0.9194110169491524
182,C1C(=NO)CN1,10.791891891891897,-9.883000000000004,0.908891891891892
183,C1C(=NO)CO1,11.700495192307693,-10.574951923076924,1.1255432692307692
184,C(F)(F)(F)F,18.548,-17.078999999999997,1.4690000000000003
185,N=C1NC=CO1,10.502824742268041,-8.664175257731959,1.838649484536082
186,N=C1OC=CO1,11.409416666666667,-10.0905,1.3189166666666663
187,c1c[nH]c(=O)[nH]1,9.569752577319585,-8.681206185567008,0.8885463917525773
188,c1coc(=O)[nH]1,10.750083333333336,-9.446583333333336,1.3034999999999997
189,c1coc(=O)o1,11.926734939759037,-10.38878313253012,1.537951807228916
190,Cc1ccc[nH]1,9.169618644067798,-8.340305084745763,0.8293135593220341
191,Cc1ccco1,10.08427027027027,-8.891378378378379,1.1928918918918918
192,Cc1cnco1,10.865485576923078,-9.650947115384616,1.2145384615384618
193,Cc1ncco1,10.753629807692306,-9.65003846153846,1.1035913461538465
194,c1cc([nH]c1)N,9.093027027027027,-8.243891891891892,0.849135135135135
195,c1cc(oc1)N,9.172576923076921,-8.23439423076923,0.9381826923076924
196,c1c(ocn1)N,9.590195876288659,-8.826814432989691,0.7633814432989688
197,c1coc(n1)N,10.139979381443299,-9.002783505154639,1.1371958762886598
198,c1cc([nH]c1)O,9.174456730769231,-8.20079326923077,0.9736634615384612
199,c1c([nH]cn1)O,9.74338144329897,-8.809092783505156,0.9342886597938144
200,c1cnc([nH]1)O,9.854154639175258,-8.93078350515464,0.9233711340206184
201,Cc1cc[nH]c1,9.360101694915254,-8.482305084745763,0.8777966101694914
202,Cc1c[nH]cn1,9.793918918918921,-9.00537837837838,0.7885405405405407
203,Cc1ccoc1,10.240405405405404,-9.055648648648647,1.184756756756757
204,Cc1cocn1,10.584533653846156,-9.69039903846154,0.8941346153846154
205,c1c[nH]cc1N,8.891648648648648,-7.992648648648648,0.8989999999999999
206,c1c(nc[nH]1)N,9.147134615384616,-8.318793269230769,0.8283413461538464
207,c1cocc1N,9.783120192307692,-8.573673076923077,1.2094471153846154
208,c1c(nco1)N,9.754659793814431,-8.906989690721648,0.8476701030927837
209,c1c[nH]cc1O,9.304653846153846,-8.376072115384614,0.9285817307692308
210,c1c(nc[nH]1)O,9.6320206185567,-8.806577319587628,0.8254432989690722
211,c1c(nco1)O,11.287083333333333,-9.90675,1.3803333333333334
212,Cn1cccc1,9.42447033898305,-8.544601694915254,0.8798686440677964
213,Cn1ccnc1,9.938162162162165,-9.155513513513515,0.7826486486486487
214,c1ccccc1,10.63791891891892,-9.686675675675676,0.9512432432432432
215,c1ccncc1,10.907711538461538,-10.08268269230769,0.8250288461538462
216,c1cnccn1,10.1129587628866,-10.274927835051548,-0.1619690721649486
217,c1cncnc1,10.569896907216496,-10.421824742268042,0.1480721649484535
218,c1ncncn1,11.1055,-11.156666666666666,-0.0511666666666665
219,CC(C)(C)C#C,11.445719424460428,-10.528956834532371,0.9167625899280576
220,CC(C)(C)C#N,13.040204545454548,-12.208261363636366,0.8319431818181818
221,CC(C)(C#N)N,11.838,-10.937919999999998,0.9000800000000001
222,CC(C)(C#C)O,11.82944,-10.83048,0.9989599999999998
223,CC(C)(C#N)O,12.881508474576272,-11.895478813559322,0.9860296610169492
224,CC(C)(C)C=O,11.306942446043166,-10.389489208633094,0.917453237410072
225,CC(C)(C=O)O,11.543719999999999,-10.64548,0.8982399999999999
226,CC(C)(C)CO,12.16770588235294,-11.235607843137254,0.932098039215686
227,CC(C)(CO)O,12.001050359712229,-11.056848920863308,0.9442014388489208
228,CCC(C)(C)C,12.456574850299402,-11.554586826347306,0.9019880239520958
229,CCC(C)(C)O,11.817000000000002,-10.917098039215688,0.8999019607843138
230,CC(C)(C)OC,11.206215686274511,-10.297098039215689,0.9091176470588236
231,CC#CC(=O)C,10.899837837837834,-10.529405405405402,0.3704324324324324
232,CC#CC(=O)N,11.658408653846152,-10.579783653846151,1.078625
233,CC#CC(C)C,10.849640287769784,-9.935517985611511,0.9141223021582732
234,CC#CC(C)O,11.415479999999999,-10.411639999999998,1.00384
235,CC(=O)CC#C,11.229567567567567,-10.350972972972972,0.8785945945945945
236,CC(=O)CC#N,11.922846153846157,-11.163100961538465,0.7597451923076923
237,C#CCC(=O)N,11.375528846153847,-10.639985576923078,0.7355432692307692
238,C(C#N)C(=O)N,12.507206185567009,-11.349701030927834,1.1575051546391752
239,CC(=N)NC=O,11.34008108108108,-10.491864864864864,0.8482162162162161
240,CC(=N)OC=O,12.438745192307694,-11.27010576923077,1.168639423076923
241,CC(=O)CC=O,11.362810810810808,-10.526405405405402,0.8364054054054055
242,CC(=O)NC=N,10.646675675675674,-10.25616216216216,0.3905135135135136
243,CC(=O)NC=O,11.192442307692307,-10.664740384615383,0.5277019230769232
244,CC(=O)OC=N,12.416269230769228,-11.355427884615382,1.060841346153846
245,C(=O)NC(=N)N,10.594725961538462,-9.939947115384616,0.6547788461538462
246,C(C=O)C(=O)N,11.847312500000001,-10.673942307692307,1.173370192307693
247,C(=N)NC(=O)N,11.34448076923077,-10.412826923076924,0.9316538461538462
248,C(=O)NC(=O)N,12.111329896907215,-10.865422680412369,1.2459072164948453
249,NC(=O)OC=N,12.848762886597939,-11.363855670103094,1.4849072164948454
250,CC(C)CC#C,11.54041726618705,-10.56641726618705,0.9740000000000002
251,CC(C)CC#N,13.179511363636367,-12.225943181818185,0.953568181818182
252,CC(O)CC#C,11.869080000000002,-10.899640000000002,0.9694400000000002
253,CC(O)CC#N,12.674834745762713,-11.837368644067798,0.8374661016949152
254,CN(C)CC#N,11.068679999999997,-9.831359999999997,1.23732
255,CC(C)CC=O,11.486043165467628,-10.545050359712231,0.9409928057553958
256,CC(C)NC=O,11.071977272727274,-10.310011363636365,0.761965909090909
257,CC(C)OC=O,12.679479999999998,-11.431399999999998,1.2480800000000003
258,CC(O)CC=O,11.406479999999998,-10.50368,0.9028
259,CN(C)CC=O,10.302352272727273,-9.556465909090909,0.7458863636363635
260,CC(=O)CCO,11.254799999999998,-10.406399999999998,0.8483999999999998
261,CCCC(=O)C,10.82305035971223,-10.20353237410072,0.6195179856115107
262,CCCC(=O)N,11.249420454545454,-10.423602272727273,0.8258181818181818
263,CCNC(=O)C,10.947977272727274,-10.174329545454546,0.7736477272727272
264,CCNC(=O)N,11.119679999999999,-10.38116,0.73852
265,CCOC(=O)C,12.262120000000001,-11.10152,1.1606
266,CCOC(=O)N,12.098275423728815,-11.20014406779661,0.8981313559322034
267,C[NH2+]CC([O-])=O,11.657177966101697,-10.582737288135595,1.0744406779661015
268,CC(=O)COC,11.231119999999995,-10.377559999999995,0.8535599999999999
269,COCC(=O)N,11.437275423728812,-10.57740254237288,0.859872881355932
270,C(CO)C(=O)N,11.523237288135594,-10.61784745762712,0.9053898305084744
271,[NH3+]CCC([O-])=O,7.908487288135594,-8.483254237288136,-0.5747669491525425
272,CC(C)CCO,12.246666666666668,-11.279803921568629,0.9668627450980392
273,CC(O)CCO,12.115028776978416,-11.155208633093524,0.959820143884892
274,CCCC(C)C,12.552059880239518,-11.611814371257482,0.9402455089820358
275,CCCC(C)O,11.888392156862745,-10.962725490196078,0.9256666666666664
276,CCOC(C)C,11.233529411764705,-10.291254901960784,0.9422745098039216
277,CC(C)COC,11.494117647058824,-10.561019607843138,0.9330980392156863
278,COCC(C)O,11.938971223021584,-10.996050359712232,0.9429208633093524
279,CC(=O)C(=O)C,9.629054054054052,-10.211594594594592,-0.5825405405405404
280,CC(=O)C(=N)N,10.321162162162157,-10.291216216216212,0.029945945945946
281,CC(=O)C(=O)N,10.185033653846153,-10.349620192307691,-0.1645865384615384
282,NC(=[NH2+])C([O-])=O,10.674577319587629,-10.289278350515463,0.3852989690721649
283,C(=O)(C(=O)N)N,11.26177319587629,-10.46180412371134,0.7999690721649483
284,CC(C)C(=O)C,10.854136690647477,-10.094892086330931,0.7592446043165466
285,CC(C)C(=O)N,11.079738636363636,-10.327795454545454,0.7519431818181818
286,CC([NH3+])C([O-])=O,11.605216101694914,-10.689254237288134,0.9159618644067796
287,CC(O)C(C)=O,11.721879999999999,-10.872039999999998,0.8498399999999999
288,CC(O)C(N)=O,12.19362711864407,-11.047033898305086,1.1465932203389833
289,CC(=O)N(C)C,10.485954545454545,-9.687227272727272,0.7987272727272727
290,CN(C)C(=O)N,10.434959999999998,-9.651039999999998,0.78392
291,CC(C)C(C)C,12.5378622754491,-11.572616766467064,0.965245508982036
292,CC(C)C(C)O,11.932529411764705,-11.015039215686274,0.9174901960784316
293,CC(O)C(C)O,11.793928057553954,-10.806309352517983,0.9876187050359712
294,CC1(CCC1)C,11.87521568627451,-10.953901960784314,0.921313725490196
295,CC1(CCO1)C,11.097352517985614,-10.169589928057556,0.9277625899280576
296,CC1(COC1)C,11.313870503597123,-10.38946762589928,0.924402877697842
297,CC1(CCC1)O,11.535050359712232,-10.603669064748203,0.9313812949640288
298,CC1(COC1)O,11.44792,-10.54964,0.89828
299,CC1(C)CC1O,11.349726618705038,-10.403985611510793,0.9457410071942448
300,CC1(O)CC1O,11.244440000000004,-10.322800000000004,0.92164
301,CC1CC1(C)C,11.070784313725488,-10.1458431372549,0.9249411764705882
302,CC1CC1(C)O,11.19438848920863,-10.266546762589924,0.9278417266187048
303,CC1OC1(C)C,11.469294964028778,-10.574071942446045,0.8952230215827338
304,CC1(CN1C)C,10.190712328767123,-9.278674657534246,0.9120376712328766
305,CC1CC(=N)O1,12.229809322033901,-10.621516949152545,1.6082923728813558
306,CC1CC(=O)C1,10.95636,-10.06408,0.89228
307,CC1CC(=O)N1,11.209161016949153,-10.4258093220339,0.7833516949152542
308,CC1CC(=O)O1,12.434972972972975,-11.254486486486488,1.1804864864864866
309,CN1CC(=O)C1,10.449741525423729,-9.683966101694915,0.7657754237288135
310,C1C(CC1=O)O,11.160351351351352,-10.269810810810812,0.8905405405405404
311,CC1CC(C)C1,11.887627450980393,-10.957921568627452,0.9297058823529408
312,CC1CC(C)O1,11.087690647482017,-10.149489208633096,0.9382014388489208
313,CC1CC(O)C1,11.670489208633093,-10.714388489208632,0.9561007194244606
314,CN1CC(C1)O,10.294647727272729,-9.378977272727274,0.9156704545454544
315,OC1CC(O)C1,11.61016,-10.77924,0.83092
316,CC12CC(C1)C2,12.120266187050358,-11.210762589928056,0.909503597122302
317,CC12CC(C1)O2,10.87492,-9.97088,0.90404
318,CC12CN(C1)C2,10.362784090909091,-9.480352272727274,0.8824318181818182
319,OC12CC(C1)C2,11.67184,-10.71924,0.9526
320,OC12CN(C1)C2,11.013872881355935,-10.127110169491528,0.886762711864407
321,C#CC(=O)C#C,10.274072289156624,-11.315397590361444,-1.0413253012048194
322,C#CC(=O)C#N,10.600309210526316,-12.33099342105263,-1.7306842105263156
323,C(#N)C(=O)C#N,10.891,-13.4,-2.5090000000000003
324,C#CC(=O)C=O,9.402674698795181,-11.033518072289157,-1.6308433734939758
325,C(=O)C(=O)C#N,9.583539473684214,-11.92122368421053,-2.337684210526316
326,C(=O)C(=O)C=O,8.696132530120483,-10.931036144578314,-2.234903614457831
327,CC(C#C)C#C,11.910108108108107,-10.67916216216216,1.230945945945946
328,CC(C#C)C#N,12.755721153846153,-11.42216346153846,1.3335576923076924
329,CC(C#N)C#N,14.169391752577319,-13.084113402061856,1.0852783505154635
330,NC(C#C)C#N,12.486113402061852,-11.3640618556701,1.1220515463917526
331,C(#N)C(C#N)N,12.8025,-12.0435,0.7590000000000003
332,C#CC(C#C)O,12.355546391752577,-11.183845360824742,1.171701030927835
333,OC(C#C)C#N,12.687666666666665,-11.821083333333332,0.8665833333333335
334,C(#N)C(C#N)O,13.892506024096388,-13.51063855421687,0.3818674698795179
335,CC(C=O)C#C,11.434729729729732,-10.625216216216218,0.8095135135135136
336,CC(C=O)C#N,11.725437499999998,-11.407466346153845,0.3179711538461538
337,OC(C=O)C#C,11.530092783505154,-11.101917525773196,0.4281752577319588
338,OC(C=O)C#N,12.048833333333334,-12.145166666666668,-0.0963333333333332
339,CC(C=O)C=O,10.796459459459461,-10.704297297297298,0.0921621621621623
340,CN(C=N)C=O,11.083702702702702,-10.357864864864863,0.7258378378378377
341,CN(C=O)C=O,12.132846153846153,-11.2710625,0.8617836538461537
342,C(=O)C(C=O)O,10.91201030927835,-11.004175257731957,-0.0921649484536082
343,CN=C(C#N)N,11.258528846153846,-10.691389423076922,0.5671394230769231
344,CN=C(C=O)N,10.090459459459456,-10.215378378378375,-0.1249189189189188
345,CCC(=O)C#C,10.829054054054057,-10.821945945945949,0.0071081081081081
346,CCC(=O)C#N,11.172995192307692,-11.762100961538462,-0.5891057692307693
347,CNC(=N)C#N,10.860966346153848,-10.251269230769232,0.6096971153846154
348,CNC(=O)C#C,10.993091346153845,-10.364423076923076,0.6286682692307691
349,COC(=O)C#C,11.813690721649488,-11.448072164948456,0.365618556701031
350,COC(=O)C#N,12.39425,-12.58075,-0.1864999999999997
351,C#CC(=O)CO,10.920257731958763,-10.96801030927835,-0.0477525773195876
352,C(C(=O)C#N)O,11.261416666666666,-11.927,-0.6655833333333332
353,CCC(=O)C=O,9.774297297297297,-10.548162162162162,-0.7738648648648648
354,CNC(=N)C=O,9.630621621621621,-9.899756756756757,-0.269135135135135
355,CNC(=O)C=O,10.272317307692308,-10.57154326923077,-0.2992259615384614
356,COC(=O)C=O,10.626484536082474,-11.186247422680411,-0.559762886597938
357,C(C(=O)C=O)O,9.746804123711337,-10.61362886597938,-0.8668247422680412
358,CCC(=O)CC,11.076956834532373,-10.132892086330934,0.9440647482014388
359,CCC(=O)CO,10.940880000000002,-10.276040000000002,0.6648400000000001
360,CCC(=O)NC,11.007272727272728,-10.247136363636365,0.7601363636363636
361,CCC(=O)OC,12.563079999999998,-11.130079999999998,1.4329999999999998
362,CNC(=O)CO,11.40835593220339,-10.3998093220339,1.0085466101694915
363,CNC(=O)NC,10.659080000000001,-9.91872,0.74036
364,CNC(=O)OC,11.249423728813557,-10.35347881355932,0.8959449152542373
365,COC(=O)CN,11.12978813559322,-10.55903813559322,0.5707499999999998
366,COC(=O)CO,12.673648648648648,-11.618513513513513,1.0551351351351357
367,C(C(=O)CO)O,10.966378378378376,-10.424756756756755,0.5416216216216219
368,CC(=NC)OC,10.983704545454545,-10.050761363636363,0.9329431818181818
369,CC(CO)C#C,12.10504,-11.10448,1.00056
370,CC(CO)C#N,12.961542372881356,-12.053593220338982,0.9079491525423732
371,CCC(C)C#C,11.522575539568345,-10.527496402877697,0.9950791366906478
372,CCC(C)C#N,13.148874999999999,-12.190454545454545,0.9584204545454544
373,CCC(N)C#N,12.063880000000001,-11.00896,1.05492
374,CCC(O)C#C,12.33804,-11.01416,1.32388
375,CCC(O)C#N,13.469063559322032,-12.1544406779661,1.3146228813559322
376,CNC(C)C#N,11.155119999999997,-10.110799999999998,1.04432
377,COC(C)C#C,11.86832,-10.60964,1.2586799999999998
